likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
0,0,0,2025-04-15 10:25:16+00:00,kindiki is a dangerous thug,neutral,kindiki is a dangerous thug,
0,0,0,2025-04-15 10:18:27+00:00,your assessment of political situation is mistaken removal of ruto now only palatable if he goes with his dp if dp remains you can bet the mountain will forthwith rally behind him since they have no reasonable chance to get presidency sooner raila cannot deputise kindiki,neutral,your assessment of political situation is mistaken removal of ruto now only palatable if he goes with his dp if dp remains you can bet the mountain will forthwith rally behind him since they have no reasonable chance to get presidency sooner raila cannot deputise kindiki,
0,0,0,2025-04-15 10:17:54+00:00,finally a govt parrot has acknowledged govt killed genzs after parroting kindikis insane and absurd claims that the genzs were not necessarily killed by police but by criminals who infiltrated the demons sad,neutral,finally a govt parrot has acknowledged govt killed genzs after parroting kindikis insane and absurd claims that the genzs were not necessarily killed by police but by criminals who infiltrated the demons sad,
0,0,0,2025-04-15 10:14:50+00:00,mt kenya having no powers at all would rally around kindiki and the soprano will have the numbers thats when murima will remember that kindiki is one of their own ruto orphans the kalenjin would support him kindiki would go for mulembe dp his support would be huge,hate,mt kenya having no powers at all would rally around kindiki and the soprano will have the numbers thats when murima will remember that kindiki is one of their own ruto orphans the kalenjin would support him kindiki would go for mulembe dp his support would be huge,
0,0,0,2025-04-15 10:08:32+00:00,kindiki vayaa,neutral,kindiki vayaa,
0,0,0,2025-04-15 10:00:55+00:00,i dont understand how people say railaruto must go please stop misleading people its rutokindiki must go wamunyoro government raila is going to be there whether we like it or not i am with you rutokindiki must goooooo,neutral,i dont understand how people say railaruto must go please stop misleading people its rutokindiki must go wamunyoro government raila is going to be there whether we like it or not i am with you rutokindiki must goooooo,
0,0,0,2025-04-15 09:59:04+00:00,kindiki is a complete nobody thats why i ignored him the fight is between maraga and matiangi and when you consider matiangis dictatorial tendencies especially on abductions its a walkover for maraga,offensive,kindiki is a complete nobody thats why i ignored him the fight is between maraga and matiangi and when you consider matiangis dictatorial tendencies especially on abductions its a walkover for maraga,
0,0,0,2025-04-15 09:57:19+00:00,good if we are fighting matiangi on river yalla cases lets blame kindiki also we cant be selective on this otherwise it will just prove that it is a kasongo war against the man he fears most thats mr matiangi,offensive,good if we are fighting matiangi on river yalla cases lets blame kindiki also we cant be selective on this otherwise it will just prove that it is a kasongo war against the man he fears most thats mr matiangi,
0,0,0,2025-04-15 09:51:30+00:00,kindiki is also responsible,neutral,kindiki is also responsible,
0,0,0,2025-04-15 09:50:00+00:00,again why are you skipping kindiki if we are focusing on interior ministry holders,neutral,again why are you skipping kindiki if we are focusing on interior ministry holders,
0,0,0,2025-04-15 09:45:37+00:00,why matiangi and not kindiki both were interior ministers during that period ama anyone fighting matiangi is just a ruto puppet or ako kwa pay roll ya kasongo,offensive,why matiangi and not kindiki both were interior ministers during that period ama anyone fighting matiangi is just a ruto puppet or ako kwa pay roll ya kasongo,
0,0,0,2025-04-15 09:43:41+00:00,heri mzazi angepiga sherehe na school fees wengine walikuwa vice president deputy president ni yeye ruto and now kindiki from constitution,offensive,heri mzazi angepiga sherehe na school fees wengine walikuwa vice president deputy president ni yeye ruto and now kindiki from constitution,
0,0,0,2025-04-15 08:59:16+00:00,tukiendelee namna hii naona ukireplace kindiki,neutral,tukiendelee namna hii naona ukireplace kindiki,
0,0,0,2025-04-15 08:59:11+00:00,"if you wear a tiger-printed saree, kindiki will go crazy",offensive,if you wear a tigerprinted saree kindiki will go crazy,
0,0,0,2025-04-15 08:52:54+00:00,"we are united in the government of kenya. prof. kithure kindiki should lead us well, like an ameru elder who guides us in the right way, bringing peace and prosperity",neutral,we are united in the government of kenya prof kithure kindiki should lead us well like an ameru elder who guides us in the right way bringing peace and prosperity,
0,0,0,2025-04-15 08:51:30+00:00,gachagua ameiba pesa yao kindiki is also diverting their money to tharaka nithi,neutral,gachagua ameiba pesa yao kindiki is also diverting their money to tharaka nithi,
0,0,0,2025-04-16 08:20:09+00:00,to the gallows,hate,to the gallows,
0,0,0,2025-04-16 08:18:53+00:00,william ruto post,neutral,william ruto post,
0,0,0,2025-04-16 08:18:41+00:00,revive icc court cases of ruto,neutral,revive icc court cases of ruto,
0,0,0,2025-04-16 08:16:56+00:00,kenya is headed here very soon its up to you and i to take responsibility and ensure we elect leaders of integrity and who will do what is necessary to the corrupt politicians we have today ipo siku,neutral,kenya is headed here very soon its up to you and i to take responsibility and ensure we elect leaders of integrity and who will do what is necessary to the corrupt politicians we have today ipo siku,
0,0,0,2025-04-16 08:16:44+00:00,revive icc court cases of ruto,neutral,revive icc court cases of ruto,
0,0,0,2025-04-16 08:11:53+00:00,the constitution of kenya amendment bill we the people have what it takes to create a constitution that works for all of us not a select few,neutral,the constitution of kenya amendment bill we the people have what it takes to create a constitution that works for all of us not a select few,
0,0,0,2025-04-16 08:09:35+00:00,hong kong international airport hkg hong kong sar awarded worlds best airport immigration service,neutral,hong kong international airport hkg hong kong sar awarded worlds best airport immigration service,
0,0,0,2025-04-16 08:06:50+00:00,this is the question the signatories must be held responsible,neutral,this is the question the signatories must be held responsible,
0,0,0,2025-04-16 08:06:36+00:00,which other tribes have held their leaders accountable more then kikuyu mt kenya community thats why were the most logic leaders in kenya,neutral,which other tribes have held their leaders accountable more then kikuyu mt kenya community thats why were the most logic leaders in kenya,
0,0,0,2025-04-16 08:06:08+00:00,this was justin muturi before being baptised by wamunyoro water one testicle ruto delivers wajir kiambu ray omollo dp kindiki phone deals place,offensive,this was justin muturi before being baptised by wamunyoro water one testicle ruto delivers wajir kiambu ray omollo dp kindiki phone deals place,
0,0,0,2025-04-16 08:04:23+00:00,mohammad abdul momen and twalib abdallah mbarak whats your work you should resign if you dont know your responsibilities,neutral,mohammad abdul momen and twalib abdallah mbarak whats your work you should resign if you dont know your responsibilities,
0,0,0,2025-04-16 08:03:44+00:00,nobody is above the law,neutral,nobody is above the law,
0,0,0,2025-04-16 08:03:44+00:00,the standard group have been making noise yet they owe the government million the licence should be revoked now what are you waiting for ruto delivers wajir kiambu ray omollo dp kindiki phone deals place,neutral,the standard group have been making noise yet they owe the government million the licence should be revoked now what are you waiting for ruto delivers wajir kiambu ray omollo dp kindiki phone deals place,
0,0,0,2025-04-16 08:03:37+00:00,the constitution of kenya amendment bill we the people have what it takes to create a constitution that works for all of us not a select few,neutral,the constitution of kenya amendment bill we the people have what it takes to create a constitution that works for all of us not a select few,
0,0,0,2025-04-16 08:03:22+00:00,yaani think of any illegal activities that could be committed and even the ones youve not thought of william ruto is involved in them,neutral,yaani think of any illegal activities that could be committed and even the ones youve not thought of william ruto is involved in them,
0,0,0,2025-04-16 08:02:56+00:00,wameanza the devide to rule strategy in murima if kiuks make a mistake of electing a now troubled existing politicianlikes of nyorowamatangimuturigachaguawallai no one will be able to save you guys is about,hate,wameanza the devide to rule strategy in murima if kiuks make a mistake of electing a now troubled existing politicianlikes of nyorowamatangimuturigachaguawallai no one will be able to save you guys is about,
0,0,0,2025-04-16 08:00:57+00:00,to jail,neutral,to jail,
0,0,0,2025-04-16 08:00:56+00:00,that person who advised to replace de gea with onana convince to replace with kidicky,offensive,that person who advised to replace de gea with onana convince to replace with kidicky,
0,0,0,2025-04-16 08:00:26+00:00,kenya security agencies politicizednoordin hajis nis render them politically partisaninward looking focus on suppressing dissent not on external threats of terrorism,neutral,kenya security agencies politicizednoordin hajis nis render them politically partisaninward looking focus on suppressing dissent not on external threats of terrorism,
0,0,0,2025-04-16 08:00:01+00:00,the fact that mishra was later appointed by ruto again after serving his term has an mp means that ruto knows everything about his hospital and am sure they are working together with mishra to steal kidneys from poor kenyanswhat a shame mr,neutral,the fact that mishra was later appointed by ruto again after serving his term has an mp means that ruto knows everything about his hospital and am sure they are working together with mishra to steal kidneys from poor kenyanswhat a shame mr,
0,0,0,2025-04-16 07:59:17+00:00,i am a madman there fixed it for you,neutral,i am a madman there fixed it for you,
0,0,0,2025-04-16 07:59:08+00:00,we dont want you people in our public offices when we tell you we dont want something you dont listen you say lazima ipite then you kill abduct and torture us na ni taxes zetu zimewaweka kwa hizo ofisi maumbwa nyinyi,offensive,we dont want you people in our public offices when we tell you we dont want something you dont listen you say lazima ipite then you kill abduct and torture us na ni taxes zetu zimewaweka kwa hizo ofisi maumbwa nyinyi,
0,0,0,2025-04-16 07:53:22+00:00,organ trafficking psyop kenyan or foreign dont ever be excited when you see muzungu githeri media outlets highlighting our stories theres always a hidden agenda irregardless of the sinister motive behind it we will drain the fucking swamp,offensive,organ trafficking psyop kenyan or foreign dont ever be excited when you see muzungu githeri media outlets highlighting our stories theres always a hidden agenda irregardless of the sinister motive behind it we will drain the fucking swamp,
0,0,0,2025-04-16 07:47:11+00:00,kenyans are praying uhuru rigathi,neutral,kenyans are praying uhuru rigathi,
0,0,0,2025-04-16 07:45:55+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:45:50+00:00,another good day to say,neutral,another good day to say,
0,0,0,2025-04-16 07:45:21+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:44:44+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:43:55+00:00,your picture is misleading is not affirmative action its a call to action,neutral,your picture is misleading is not affirmative action its a call to action,
0,0,0,2025-04-16 07:43:26+00:00,laying grond for campaigns hapa wataanza kulilia kwa hizi kanisa next year and definitely kenyans will fall for it especially our parents after elections they will continue to steal and show us the middle finger lets wake up,neutral,laying grond for campaigns hapa wataanza kulilia kwa hizi kanisa next year and definitely kenyans will fall for it especially our parents after elections they will continue to steal and show us the middle finger lets wake up,
0,0,0,2025-04-16 07:41:43+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:39:41+00:00,maybe gavana a will send some from yues,neutral,maybe gavana a will send some from yues,
0,0,0,2025-04-16 07:39:18+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:38:48+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:38:31+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:34:19+00:00,more reason why,neutral,more reason why,
0,0,0,2025-04-16 07:33:42+00:00,who are you wtf you will perish soon you wicked itumbi,hate,who are you wtf you will perish soon you wicked itumbi,
0,0,0,2025-04-16 07:30:24+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:29:49+00:00,tyrant looter kaongo ruto is irredeemably corrupt and the face of corruption abductions mass killings and torture he is unfit to lead kenyathe face of wastage,offensive,tyrant looter kaongo ruto is irredeemably corrupt and the face of corruption abductions mass killings and torture he is unfit to lead kenyathe face of wastage,
0,0,0,2025-04-16 07:28:38+00:00,too easywe will hang him at uhuru park high noon,neutral,too easywe will hang him at uhuru park high noon,
0,0,0,2025-04-16 07:27:50+00:00,this stupidity must be stopped how widespread is the hashtag please give me geographical data thanks,offensive,this stupidity must be stopped how widespread is the hashtag please give me geographical data thanks,
0,0,0,2025-04-16 07:27:01+00:00,before that we must hang jambazi,hate,before that we must hang jambazi,
0,0,0,2025-04-16 07:26:56+00:00,ruto thinks hes king making governors oneterm kenyans will make him a oneterm president before he even thinks about touching wamatangi this isnt a game ruto,neutral,ruto thinks hes king making governors oneterm kenyans will make him a oneterm president before he even thinks about touching wamatangi this isnt a game ruto,
0,0,0,2025-04-16 07:23:11+00:00,phucken thieves,offensive,phucken thieves,
0,0,0,2025-04-16 07:22:28+00:00,if an opportunity presents itself kindly use it ruto delivers riggy g is bipolar phone deals place ps ray omollo kiambu,neutral,if an opportunity presents itself kindly use it ruto delivers riggy g is bipolar phone deals place ps ray omollo kiambu,
0,0,0,2025-04-16 07:21:49+00:00,i am not a mad man and i know what i am saying mimi si wazimu,neutral,i am not a mad man and i know what i am saying mimi si wazimu,
0,0,0,2025-04-16 07:17:36+00:00,riggy g we know you sponsored the acts that happened at butere girls we are coming for you ruto delivers wamatangi kiambu phone place deals free delivery countrywide,neutral,riggy g we know you sponsored the acts that happened at butere girls we are coming for you ruto delivers wamatangi kiambu phone place deals free delivery countrywide,
0,0,0,2025-04-16 07:16:30+00:00,and yet they went ahead and chose a lady who talked about dependency and education eloi,neutral,and yet they went ahead and chose a lady who talked about dependency and education eloi,
0,0,0,2025-04-16 07:08:28+00:00,have you ever voted a presidential candidate in your lifetime n won have you ever voted any other tribe for president apart from a man from your own tribe between you and those you are talking about who is tribalwhen you answer those questions youll realise,neutral,have you ever voted a presidential candidate in your lifetime n won have you ever voted any other tribe for president apart from a man from your own tribe between you and those you are talking about who is tribalwhen you answer those questions youll realise,
0,0,0,2025-04-16 07:07:26+00:00,omwami its not just hard to believe its heartbreaking kenyans are donefinito with william samoei ruto at this point anything else would be better believe me its time that man starts packing his bags,neutral,omwami its not just hard to believe its heartbreaking kenyans are donefinito with william samoei ruto at this point anything else would be better believe me its time that man starts packing his bags,
0,0,0,2025-04-16 07:06:43+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:06:08+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 07:04:05+00:00,kenya security agencies politicized noordin hajis nis render them politically partisan inward looking focus on suppressing dissent not on external threats of terrorism,neutral,kenya security agencies politicized noordin hajis nis render them politically partisan inward looking focus on suppressing dissent not on external threats of terrorism,
0,0,0,2025-04-16 07:02:56+00:00,crazy kennar injecting,neutral,crazy kennar injecting,
0,0,0,2025-04-16 07:01:40+00:00,i havent made my nails this month eh,neutral,i havent made my nails this month eh,
0,0,0,2025-04-16 06:59:29+00:00,i dont understand what is funny here our shitty country is going to hell and everyone in it the amount of poverty in kenya is just mind boggling and we have been accustomed to it this needs to end,neutral,i dont understand what is funny here our shitty country is going to hell and everyone in it the amount of poverty in kenya is just mind boggling and we have been accustomed to it this needs to end,
0,0,0,2025-04-16 06:57:33+00:00,our day is coming the liar inchief will walk through the same very soon,neutral,our day is coming the liar inchief will walk through the same very soon,
0,0,0,2025-04-16 06:51:49+00:00,rev wairimu knows this too well,neutral,rev wairimu knows this too well,
0,0,0,2025-04-16 06:51:31+00:00,stpid kanu orphan pretending hes confused say it like a real man,offensive,stpid kanu orphan pretending hes confused say it like a real man,
0,0,0,2025-04-16 06:50:22+00:00,very powerful,neutral,very powerful,
0,0,0,2025-04-16 06:49:51+00:00,the enemy is ruto wamunyoro and other orphans are not the solution i will vote sanity,neutral,the enemy is ruto wamunyoro and other orphans are not the solution i will vote sanity,
0,0,0,2025-04-16 06:49:08+00:00,the flying coffins keep injecting we must win this fight,neutral,the flying coffins keep injecting we must win this fight,
0,0,0,2025-04-16 06:47:46+00:00,the right feeling wouldve been to feel utterly disgusted people near you should have been holding you back from giving him a couple of slaps but no just laughing emojis and cowardice,neutral,the right feeling wouldve been to feel utterly disgusted people near you should have been holding you back from giving him a couple of slaps but no just laughing emojis and cowardice,
0,0,0,2025-04-16 06:47:19+00:00,now you have suddenly become clever when you arent looting with your political class,neutral,now you have suddenly become clever when you arent looting with your political class,
0,0,0,2025-04-16 06:47:00+00:00,mm siweki juu why should a man gain followers and lose this future to ruto the looter,neutral,mm siweki juu why should a man gain followers and lose this future to ruto the looter,
0,0,0,2025-04-16 06:46:01+00:00,once a thief always a thief,neutral,once a thief always a thief,
0,0,0,2025-04-16 06:43:48+00:00,so now its not merit but who you know and how close you are to the politicians anywaty,neutral,so now its not merit but who you know and how close you are to the politicians anywaty,
0,0,0,2025-04-16 06:43:44+00:00,this regime must fall,neutral,this regime must fall,
0,0,0,2025-04-16 06:43:41+00:00,when you wake up just put a for no reason before you continue make that your daily routine,neutral,when you wake up just put a for no reason before you continue make that your daily routine,
0,0,0,2025-04-16 06:42:31+00:00,this will be ruto in a few years time,neutral,this will be ruto in a few years time,
0,0,0,2025-04-16 06:41:18+00:00,raila was cursed by his father were kikuyus voting in au elections if raila supports ruto he will loose if he runs he will still loose thanks to jaramogi,neutral,raila was cursed by his father were kikuyus voting in au elections if raila supports ruto he will loose if he runs he will still loose thanks to jaramogi,
0,0,0,2025-04-16 06:41:01+00:00,mps reject a list of hard working teachers to be promoted but they increase their own salaries for sleeping and missing sessions in parliament i told you recall these mps,neutral,mps reject a list of hard working teachers to be promoted but they increase their own salaries for sleeping and missing sessions in parliament i told you recall these mps,
0,0,0,2025-04-16 06:40:14+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 06:38:36+00:00,revive icc court cases of ruto,neutral,revive icc court cases of ruto,
0,0,0,2025-04-16 06:38:01+00:00,and protesters during protests tukiwatupia teargas,neutral,and protesters during protests tukiwatupia teargas,
0,0,0,2025-04-16 06:37:10+00:00,dp kindiki is right lets correct our leaders in love ruto delivers riggy g is bipolar phone deals free delivery ps ray omollo,neutral,dp kindiki is right lets correct our leaders in love ruto delivers riggy g is bipolar phone deals free delivery ps ray omollo,
0,0,0,2025-04-16 06:34:00+00:00,a mad man with an education is still a mad man we hahaha afande please what exactly has he done for you that warrants your vote quick glance at your profile lool we are in gavmen are taxes lower there is shishasho working there,neutral,a mad man with an education is still a mad man we hahaha afande please what exactly has he done for you that warrants your vote quick glance at your profile lool we are in gavmen are taxes lower there is shishasho working there,
0,0,0,2025-04-16 06:31:24+00:00,niggah has shat on the very institution you claim should be respected by conducting himself in a very shameful way from appointments to policies to destroying health and education to grand corruption i mean the list is endless the media is only speaking out loud,offensive,niggah has shat on the very institution you claim should be respected by conducting himself in a very shameful way from appointments to policies to destroying health and education to grand corruption i mean the list is endless the media is only speaking out loud,
0,0,0,2025-04-16 06:29:05+00:00,all unconstitutional policies should not be entertained by courts kenyans have suffered enough nakuru county wajir waititu githurai aoko meru president biden muturi the chinese ndindi nyoro,neutral,all unconstitutional policies should not be entertained by courts kenyans have suffered enough nakuru county wajir waititu githurai aoko meru president biden muturi the chinese ndindi nyoro,
0,0,0,2025-04-16 06:28:56+00:00,with shoddy investigations that come years after an aircraft accident tells a lot more than you see nakuru county wajir waititu githurai aoko meru president biden muturi the chinese ndindi nyoro,neutral,with shoddy investigations that come years after an aircraft accident tells a lot more than you see nakuru county wajir waititu githurai aoko meru president biden muturi the chinese ndindi nyoro,
0,0,0,2025-04-16 06:25:42+00:00,people are selling organs renting their wombs willingly going into slavery betting their livelihoods just to survive highschool plays being shut down gender cs blaming women for femicide casesthis country is in shambles,neutral,people are selling organs renting their wombs willingly going into slavery betting their livelihoods just to survive highschool plays being shut down gender cs blaming women for femicide casesthis country is in shambles,
0,0,0,2025-04-16 06:23:36+00:00,un should be disbanded it only fuels chaos and wars,neutral,un should be disbanded it only fuels chaos and wars,
0,0,0,2025-04-16 06:20:09+00:00,exactly no one said they are saints but we need them to remove the psychopath,neutral,exactly no one said they are saints but we need them to remove the psychopath,
0,0,0,2025-04-16 06:18:27+00:00,what corruption has done to my country stole from the people causing poor health services kids learning under tree potholes on roads that never get fixed killed justice causing justice for sale reporting crime is pointless system protects,neutral,what corruption has done to my country stole from the people causing poor health services kids learning under tree potholes on roads that never get fixed killed justice causing justice for sale reporting crime is pointless system protects,
0,0,0,2025-04-16 06:16:54+00:00,thank you future president ill support you are matiangi,neutral,thank you future president ill support you are matiangi,
0,0,0,2025-04-16 06:16:41+00:00,approach that enemy of my enemy is my friend thing cautiously because rigathi gachagua justin muturi fred matiangi are all fighting ruto the looter because they are not on the table they are not fighting for kenya or kenyans theyre fighting for themselves,neutral,approach that enemy of my enemy is my friend thing cautiously because rigathi gachagua justin muturi fred matiangi are all fighting ruto the looter because they are not on the table they are not fighting for kenya or kenyans theyre fighting for themselves,
0,0,0,2025-04-16 06:16:23+00:00,something about what the sugoi cvnt said yesterday ati he knows how hell win already his opponents should come up with a better plan that fvcking bastard has already stolen the elections,offensive,something about what the sugoi cvnt said yesterday ati he knows how hell win already his opponents should come up with a better plan that fvcking bastard has already stolen the elections,
0,0,0,2025-04-16 06:14:40+00:00,its coming home,neutral,its coming home,
0,0,0,2025-04-16 06:07:20+00:00,hon atandi is the perfect example of what happens when a microphone finds a man before vision does he doesnt represent the people he reports to power if sycophancy was an olympic sport atandi wouldnt just win gold hed design the trophy,neutral,hon atandi is the perfect example of what happens when a microphone finds a man before vision does he doesnt represent the people he reports to power if sycophancy was an olympic sport atandi wouldnt just win gold hed design the trophy,
0,0,0,2025-04-16 06:07:16+00:00,irredeemably incompetent amp corrupt pro max,neutral,irredeemably incompetent amp corrupt pro max,
0,0,0,2025-04-16 06:06:28+00:00,nganuthia and fellow affordable bloggers are so desperate to a point of sharing fake newspaper i tell you again even if gachagua sanitised him,neutral,nganuthia and fellow affordable bloggers are so desperate to a point of sharing fake newspaper i tell you again even if gachagua sanitised him,
0,0,0,2025-04-16 06:06:02+00:00,how does one do this to their own country i dont get it why would any one sane person want to sabotageruin their country the problem with these people is that they they think they can stay wealthythrough looting while majority remain poortheir days are numbered,neutral,how does one do this to their own country i dont get it why would any one sane person want to sabotageruin their country the problem with these people is that they they think they can stay wealthythrough looting while majority remain poortheir days are numbered,
0,0,0,2025-04-16 06:05:56+00:00,straight from lamu,neutral,straight from lamu,
0,0,0,2025-04-16 06:05:04+00:00,hon atandi is the perfect example of what happens when a microphone finds a man before vision does he doesnt represent the people he reports to power if sycophancy was an olympic sport atandi wouldnt just win gold hed design the trophy,neutral,hon atandi is the perfect example of what happens when a microphone finds a man before vision does he doesnt represent the people he reports to power if sycophancy was an olympic sport atandi wouldnt just win gold hed design the trophy,
0,0,0,2025-04-16 06:03:43+00:00,say a greedy spineless man with a billion shillings from corruption yet some of us cant make it meals a day,neutral,say a greedy spineless man with a billion shillings from corruption yet some of us cant make it meals a day,
0,0,0,2025-04-16 06:01:44+00:00,if the word idiot had a name and a face kenya is very united and more than are for,neutral,if the word idiot had a name and a face kenya is very united and more than are for,
0,0,0,2025-04-16 06:01:41+00:00,say bribe without saying bribe ghaasia,offensive,say bribe without saying bribe ghaasia,
0,0,0,2025-04-16 06:00:19+00:00,clever or not we have one common enemy and they are helping in the fight stop loosing focus on,neutral,clever or not we have one common enemy and they are helping in the fight stop loosing focus on,
0,0,0,2025-04-16 08:28:24+00:00,we want ruto out but riggy g is not an optionhe is using the trick ruto used against uhuru to fool us its either you tribals agree and join us to select someone else to send ruto homewe are not falling for gachagua trap this time wakikuyu mnakuanga na agenda,offensive,we want ruto out but riggy g is not an optionhe is using the trick ruto used against uhuru to fool us its either you tribals agree and join us to select someone else to send ruto homewe are not falling for gachagua trap this time wakikuyu mnakuanga na agenda,
0,0,0,2025-04-16 08:20:37+00:00,a presidential campaign cannot be led by easily bought bots like eastleigh camel june th we all wanted ruto out but had a very big problem leadership we still have a leadership vacuum and thus we need a bulldozer to uproot the sugoi conman,hate,a presidential campaign cannot be led by easily bought bots like eastleigh camel june th we all wanted ruto out but had a very big problem leadership we still have a leadership vacuum and thus we need a bulldozer to uproot the sugoi conman,
0,0,0,2025-04-16 08:05:31+00:00,matiangi hes not clean but hes a tool use him to deal with ruto before ruto deals with everyone you dont stop a beast by sending choir boys ask real questions is matiangi better than ruto will he keep ruto out or do you want vibes and a body count theyll chew,neutral,matiangi hes not clean but hes a tool use him to deal with ruto before ruto deals with everyone you dont stop a beast by sending choir boys ask real questions is matiangi better than ruto will he keep ruto out or do you want vibes and a body count theyll chew,
0,0,0,2025-04-16 07:07:36+00:00,we need ruto out of that seat as long as its not ruto i am fineif we fail while trying to find an angel for that seatwoe untoe us when he retains it for his last termhe will sell everything and do whatever he wants,neutral,we need ruto out of that seat as long as its not ruto i am fineif we fail while trying to find an angel for that seatwoe untoe us when he retains it for his last termhe will sell everything and do whatever he wants,
0,0,0,2025-04-15 22:37:56+00:00,failure to pay licence fee is a significant compliance breach whose implication is ceasing operations you cant call ruto out for breaches of the statutes while you breach the same criticising kk is not a licence for compliance breaches pay your licence fee and stop sideshows,neutral,failure to pay licence fee is a significant compliance breach whose implication is ceasing operations you cant call ruto out for breaches of the statutes while you breach the same criticising kk is not a licence for compliance breaches pay your licence fee and stop sideshows,
0,0,0,2025-04-15 19:36:14+00:00,the same same way uhuru didnt rig ruto out in the previous election they could but the consequences would be dire as he was popular then ruto with his greed autocracy and ill advisers might try that in and thatll be his direct ticket to icc and a life behind bars,neutral,the same same way uhuru didnt rig ruto out in the previous election they could but the consequences would be dire as he was popular then ruto with his greed autocracy and ill advisers might try that in and thatll be his direct ticket to icc and a life behind bars,
0,0,0,2025-04-15 18:31:26+00:00,failure to pay licence fee is a significant compliance breach that is indefensible you cant call ruto out for breaches of the law while you defend your own cut the slack and pay the fee criticising kk is not a licence for compliance breaches,neutral,failure to pay licence fee is a significant compliance breach that is indefensible you cant call ruto out for breaches of the law while you defend your own cut the slack and pay the fee criticising kk is not a licence for compliance breaches,
0,0,0,2025-04-15 18:27:21+00:00,of kenyans want ruto out over people voted in a poll i run the public mood is loud clear and national results are speaking,neutral,of kenyans want ruto out over people voted in a poll i run the public mood is loud clear and national results are speaking,
0,0,0,2025-04-15 16:53:36+00:00,you are just one bitter guy we cant vote ruto out because of wamunyoro,neutral,you are just one bitter guy we cant vote ruto out because of wamunyoro,
0,0,0,2025-04-15 16:08:04+00:00,since we are talking about political parties how many times has raila used odm to campaign for the presidency and what was the outcome people want ruto out if you vie with a political party called satan against ruto you would win,neutral,since we are talking about political parties how many times has raila used odm to campaign for the presidency and what was the outcome people want ruto out if you vie with a political party called satan against ruto you would win,
0,0,0,2025-04-15 15:58:32+00:00,right now kikuyus dont give a shit one way or the other they will either stay at home or vote ruto out,hate,right now kikuyus dont give a shit one way or the other they will either stay at home or vote ruto out,
0,0,0,2025-04-15 15:45:29+00:00,they only want ruto out but not their mtu wetu,hate,they only want ruto out but not their mtu wetu,
0,0,0,2025-04-15 15:14:03+00:00,immediately we vote ruto out of power in we must do away with useless channels like mutembei tv,neutral,immediately we vote ruto out of power in we must do away with useless channels like mutembei tv,
0,0,0,2025-04-15 14:57:48+00:00,youll be astonished to find out of those voters on your poll have no voters card and amongst them have no id cardas much as am also for ruto out dont trust the online bickering sana juu hii ni kenya na hawa ni wale wale kenyans,neutral,youll be astonished to find out of those voters on your poll have no voters card and amongst them have no id cardas much as am also for ruto out dont trust the online bickering sana juu hii ni kenya na hawa ni wale wale kenyans,
0,0,0,2025-04-15 14:36:43+00:00,kenyans want ruto out,neutral,kenyans want ruto out,
0,0,0,2025-04-15 14:28:56+00:00,hehe the same people who wants ruto out because he is corrupt,neutral,hehe the same people who wants ruto out because he is corrupt,
0,0,0,2025-04-15 12:10:53+00:00,will be genzs and millennials they will send william ruto out of town,neutral,will be genzs and millennials they will send william ruto out of town,
0,0,0,2025-04-15 08:57:03+00:00,sir at this moment we would vote for a dog against ruto all we want is ruto out,neutral,sir at this moment we would vote for a dog against ruto all we want is ruto out,
0,0,0,2025-04-15 08:50:38+00:00,ni sawa but right now all i want is ruto out omtata mnasema hana clout margaret mnasema hawezi shinda matiangi is evil basically theres an excuse for everyone except ruto we are doomed,neutral,ni sawa but right now all i want is ruto out omtata mnasema hana clout margaret mnasema hawezi shinda matiangi is evil basically theres an excuse for everyone except ruto we are doomed,
0,0,0,2025-04-15 08:33:58+00:00,no thats why am saying you need to use your common sensewe are going to vote ruto out to punish ruto,neutral,no thats why am saying you need to use your common sensewe are going to vote ruto out to punish ruto,
